algorithm,scenario_name,num_cloudlets,seed,phi_fraction,rho_tightness,makespan_sec,total_energy_j,deadline_miss_rate,avg_tardiness_sec
DBDE,Scenario_2000,2000,1000,0.6,1.2,844.6409,126704.1445,1.0000,81.2946
I-COA,Scenario_5000,5000,1003,0.6,1.2,2462.8486,369436.0931,1.0000,374.2166
DBDE,Scenario_2000,2000,1001,0.6,1.2,1064.4171,159673.4290,1.0000,79.4819
DBDE,Scenario_2000,2000,1002,0.6,1.2,819.2529,122896.9350,1.0000,79.9247
I-COA,Scenario_5000,5000,1004,0.6,1.2,2799.0457,419865.1117,1.0000,370.2839
DBDE,Scenario_2000,2000,1003,0.6,1.2,992.5014,148885.9492,1.0000,81.8951
DBDE,Scenario_2000,2000,1004,0.6,1.2,904.5886,135697.3087,1.0000,77.4442
DCOA-TS,Scenario_5000,5000,1000,0.6,1.5,522.6050,78409.8322,1.0000,234.1596
GO,Scenario_2000,2000,1002,0.6,1.2,779.0500,116863.8442,1.0000,122.4354
DCOA-TS,Scenario_5000,5000,1001,0.6,1.5,526.3141,78967.9746,1.0000,235.8572
DQN,Scenario_2000,2000,1001,0.3,1.5,1179.1986,176890.4816,1.0000,125.7349
GO,Scenario_2000,2000,1003,0.6,1.2,696.2957,104450.0380,1.0000,124.5839
DCOA-TS,Scenario_5000,5000,1002,0.6,1.5,523.3812,78519.4613,1.0000,235.2037
DQN,Scenario_2000,2000,1002,0.3,2.0,761.3486,114213.6457,1.0000,107.0381
DCOA-TS,Scenario_5000,5000,1003,0.6,1.5,551.6869,82767.7403,1.0000,236.5253
GO,Scenario_2000,2000,1004,0.6,1.2,951.3600,142711.3683,1.0000,119.2131
DWOA,Scenario_2000,2000,1000,0.6,1.2,699.8614,104987.4029,1.0000,101.2837
DCOA-TS,Scenario_5000,5000,1004,0.6,1.5,511.7462,76772.8429,1.0000,232.3977
DWOA,Scenario_2000,2000,1001,0.6,1.2,819.1871,122886.7036,1.0000,100.1099
DWOA,Scenario_2000,2000,1002,0.6,1.2,892.6100,133901.6700,1.0000,100.5731
DQN,Scenario_2000,2000,1002,0.3,1.2,851.7971,127780.4764,1.0000,116.3791
GO,Scenario_2000,2000,1001,0.6,1.5,800.1529,120028.8936,1.0000,121.4465
GO,Scenario_5000,5000,1004,0.6,1.2,2609.4657,391431.7599,1.0000,343.1576
GO,Scenario_2000,2000,1002,0.6,1.5,779.0500,116863.8442,1.0000,122.0948
DWOA,Scenario_5000,5000,1000,0.6,1.2,1720.1029,258022.3199,1.0000,290.3876
GO,Scenario_2000,2000,1003,0.6,1.5,696.2957,104450.0380,1.0000,124.2450
DQN,Scenario_5000,5000,1001,0.3,1.5,1825.0443,273771.5486,1.0000,267.4934
GO,Scenario_2000,2000,1004,0.6,1.5,951.3600,142711.3683,1.0000,118.8742
DQN,Scenario_2000,2000,1001,0.6,1.2,1060.8857,159143.7478,1.0000,112.4356
DWOA,Scenario_2000,2000,1000,0.6,1.5,699.8614,104987.4029,1.0000,100.9415
DWOA,Scenario_5000,5000,1001,0.6,1.2,2088.4200,313275.0550,1.0000,295.3931
DWOA,Scenario_2000,2000,1001,0.6,1.5,819.1871,122886.7036,1.0000,99.7701
DWOA,Scenario_2000,2000,1002,0.6,1.5,892.6100,133901.6700,1.0000,100.2325
DWOA,Scenario_5000,5000,1002,0.6,1.2,2224.3157,333658.4505,1.0000,291.9452
DWOA,Scenario_2000,2000,1003,0.6,1.5,753.3000,113002.6896,1.0000,102.0267
DWOA,Scenario_2000,2000,1004,0.6,1.5,691.4671,103730.2432,1.0000,98.2574
DBDE,Scenario_2000,2000,1000,0.6,1.5,798.9200,119845.8004,1.0000,81.2272
DWOA,Scenario_5000,5000,1003,0.6,1.2,1921.1971,288188.2672,1.0000,291.2080
DBDE,Scenario_2000,2000,1001,0.6,1.5,1136.6414,170506.2145,1.0000,78.9355
DBDE,Scenario_2000,2000,1002,0.6,1.5,805.4029,120819.2968,1.0000,80.8077
DBDE,Scenario_2000,2000,1003,0.6,1.5,992.5014,148885.9492,1.0000,81.5561
DBDE,Scenario_2000,2000,1004,0.6,1.5,861.1500,129181.4967,1.0000,77.4501
DWOA,Scenario_5000,5000,1004,0.6,1.2,2023.2643,303501.3062,1.0000,290.0193
FCFS,Scenario_2000,2000,1004,0.6,1.5,1598.4400,239774.0479,1.0000,193.2831
DGWO,Scenario_2000,2000,1000,0.6,1.5,785.4671,117829.8043,1.0000,95.2074
DBDE,Scenario_5000,5000,1000,0.6,1.2,1537.6200,230658.4942,1.0000,223.0819
DGWO,Scenario_2000,2000,1001,0.6,1.5,895.1871,134290.6247,1.0000,94.4223
DGWO,Scenario_2000,2000,1002,0.6,1.5,803.6486,120557.1311,1.0000,96.2980
DGWO,Scenario_2000,2000,1003,0.6,1.5,553.9543,83101.8064,1.0000,97.5565
DGWO,Scenario_5000,5000,1003,0.6,1.2,1673.8300,251085.8993,1.0000,276.1537
DGWO,Scenario_2000,2000,1004,0.6,1.5,601.3886,90216.3531,1.0000,93.6339
GO,Scenario_2000,2000,1000,0.6,1.5,926.5157,138983.6707,1.0000,124.2069
DGWO,Scenario_5000,5000,1004,0.6,1.2,1946.1871,291938.1280,1.0000,271.5425
DQN,Scenario_2000,2000,1004,0.6,2.0,837.1871,125588.1303,1.0000,108.3844
FCFS,Scenario_2000,2000,1000,0.6,2.0,1598.4400,239774.0479,1.0000,188.8624
FCFS,Scenario_2000,2000,1001,0.6,2.0,1598.4400,239774.0479,1.0000,185.0085
FCFS,Scenario_2000,2000,1002,0.6,2.0,1598.4400,239774.0479,1.0000,193.3173
FCFS,Scenario_2000,2000,1003,0.6,2.0,1598.4400,239774.0479,1.0000,188.3920
FCFS,Scenario_2000,2000,1004,0.6,2.0,1598.4400,239774.0479,1.0000,192.7183
DGWO,Scenario_2000,2000,1000,0.6,2.0,780.4257,117071.4819,1.0000,95.0619
DQN,Scenario_5000,5000,1002,0.3,1.2,1516.9171,227552.3587,1.0000,256.2696
DGWO,Scenario_2000,2000,1001,0.6,2.0,895.1871,134290.6247,1.0000,93.8559
GO,Scenario_5000,5000,1000,0.6,1.2,2373.6114,356053.1351,1.0000,342.1053
DGWO,Scenario_2000,2000,1002,0.6,2.0,803.6486,120557.1311,1.0000,95.7303
DGWO,Scenario_2000,2000,1003,0.6,2.0,553.9543,83101.8064,1.0000,96.9917
DGWO,Scenario_2000,2000,1004,0.6,2.0,804.6100,120701.5482,1.0000,92.8199
GO,Scenario_5000,5000,1001,0.6,1.2,2371.6357,355752.9351,1.0000,345.0966
GO,Scenario_2000,2000,1000,0.6,2.0,926.5157,138983.6707,1.0000,123.6365
DCOA-TS,Scenario_2000,2000,1001,0.6,2.0,213.6282,32051.7636,1.0000,95.5951
DCOA-TS,Scenario_2000,2000,1002,0.6,2.0,211.2963,31699.3956,1.0000,94.4686
DCOA-TS,Scenario_2000,2000,1003,0.6,2.0,227.5331,34138.7826,1.0000,97.1523
DCOA-TS,Scenario_2000,2000,1004,0.6,2.0,237.2131,35587.6362,1.0000,97.1299
DQN,Scenario_5000,5000,1000,0.3,1.2,1564.6071,234705.4379,1.0000,258.8521
GO,Scenario_5000,5000,1002,0.6,1.2,2539.6629,380961.1401,1.0000,345.6485
DQN,Scenario_5000,5000,1000,0.3,1.5,1576.0629,236421.7587,1.0000,254.8970
DBDE,Scenario_5000,5000,1003,0.3,1.2,3262.6229,489407.6095,1.0000,179.6294
GO,Scenario_5000,5000,1003,0.6,1.2,2255.1014,338276.6585,1.0000,344.8659
DBDE,Scenario_5000,5000,1004,0.3,1.2,2868.5914,430301.8228,1.0000,178.4574
DQN,Scenario_2000,2000,1002,0.3,1.5,1057.5386,158640.4628,1.0000,114.6650
I-COA,Scenario_5000,5000,1003,0.3,2.0,2938.2200,440743.3397,1.0000,357.3307
I-COA,Scenario_5000,5000,1000,0.3,1.2,3219.7529,482974.0065,1.0000,360.3988
DQN,Scenario_2000,2000,1003,0.3,2.0,1180.2300,177044.4423,1.0000,125.4950
I-COA,Scenario_5000,5000,1004,0.3,2.0,3197.6600,479662.0872,1.0000,349.9441
I-COA,Scenario_5000,5000,1001,0.3,1.2,2968.6957,445315.7588,1.0000,368.2445
DCOA-TS,Scenario_5000,5000,1000,0.6,1.2,527.6050,79162.5100,1.0000,234.5393
DCOA-TS,Scenario_5000,5000,1001,0.6,1.2,520.7904,78138.4580,1.0000,235.7949
I-COA,Scenario_5000,5000,1002,0.3,1.2,3131.9857,469811.7889,1.0000,358.0193
DQN,Scenario_2000,2000,1003,0.3,1.2,925.6914,138862.8897,1.0000,116.1549
DCOA-TS,Scenario_5000,5000,1002,0.6,1.2,529.9627,79505.5904,1.0000,235.9215
DCOA-TS,Scenario_5000,5000,1003,0.6,1.2,539.1169,80881.2088,1.0000,236.4910
I-COA,Scenario_5000,5000,1003,0.3,1.2,2938.2200,440743.3397,1.0000,358.2470
FCFS,Scenario_5000,5000,1003,0.3,1.5,3892.6514,583911.7217,1.0000,476.7278
FCFS,Scenario_5000,5000,1004,0.3,1.5,3892.6514,583911.7217,1.0000,443.1038
DCOA-TS,Scenario_5000,5000,1004,0.6,1.2,511.6631,76760.7040,1.0000,232.5312
DQN,Scenario_2000,2000,1002,0.6,1.2,697.1757,104585.9061,1.0000,105.3394
DBDE,Scenario_5000,5000,1002,0.3,2.0,3379.8614,506993.2022,1.0000,180.3666
DGWO,Scenario_5000,5000,1000,0.3,1.5,2535.0586,380269.3201,1.0000,246.1140
DBDE,Scenario_5000,5000,1003,0.3,2.0,3425.8557,513897.0060,1.0000,179.9915
DGWO,Scenario_5000,5000,1001,0.3,1.5,3041.6771,456265.2602,1.0000,254.5110
DBDE,Scenario_5000,5000,1004,0.3,2.0,2919.8300,437986.3141,1.0000,176.7261
DGWO,Scenario_5000,5000,1002,0.3,1.5,2744.6057,411705.6813,1.0000,245.0565
DQN,Scenario_5000,5000,1001,0.6,1.2,1573.1314,235985.4638,1.0000,249.1465
DGWO,Scenario_5000,5000,1003,0.3,1.5,2870.2371,430546.4056,1.0000,250.0320
I-COA,Scenario_5000,5000,1000,0.3,2.0,3219.7529,482974.0065,1.0000,359.4807
DGWO,Scenario_5000,5000,1004,0.3,1.5,3121.6500,468259.6509,1.0000,239.8568
FCFS,Scenario_5000,5000,1001,0.6,1.2,3892.6514,583911.7217,1.0000,463.9530
I-COA,Scenario_5000,5000,1001,0.3,2.0,2968.6957,445315.7588,1.0000,367.3478
FCFS,Scenario_5000,5000,1002,0.6,1.2,3892.6514,583911.7217,1.0000,473.3404
FCFS,Scenario_5000,5000,1003,0.6,1.2,3892.6514,583911.7217,1.0000,485.6650
FCFS,Scenario_5000,5000,1004,0.6,1.2,3892.6514,583911.7217,1.0000,461.2082
DQN,Scenario_5000,5000,1001,0.6,1.5,1572.1314,235840.3655,1.0000,250.4463
I-COA,Scenario_5000,5000,1002,0.3,2.0,3131.9857,469811.7889,1.0000,357.1190
DQN,Scenario_2000,2000,1003,0.6,1.5,890.9971,133658.2084,1.0000,109.4209
DGWO,Scenario_5000,5000,1000,0.6,1.2,1831.1943,274690.5554,1.0000,276.3712
GO,Scenario_2000,2000,1003,0.3,2.0,953.5529,143040.4292,1.0000,111.7701
GO,Scenario_2000,2000,1004,0.3,2.0,1011.3200,151706.5385,1.0000,104.7804
DGWO,Scenario_5000,5000,1001,0.6,1.2,1963.0143,294465.1921,1.0000,274.1393
DWOA,Scenario_2000,2000,1000,0.3,2.0,1127.1757,169084.6899,1.0000,87.8182
DWOA,Scenario_2000,2000,1001,0.3,2.0,1277.8629,191688.8371,1.0000,86.3527
DWOA,Scenario_2000,2000,1002,0.3,2.0,1239.2614,185898.6897,1.0000,86.0069
DGWO,Scenario_5000,5000,1002,0.6,1.2,1780.3957,267068.8358,1.0000,274.2394
DWOA,Scenario_2000,2000,1003,0.3,2.0,1193.9229,179097.7853,1.0000,87.4567
DWOA,Scenario_2000,2000,1004,0.3,2.0,1258.5971,188798.5573,1.0000,84.6716
DBDE,Scenario_2000,2000,1000,0.3,2.0,1789.6814,268461.5340,1.0000,52.0951
DBDE,Scenario_2000,2000,1001,0.3,2.0,1509.9171,226495.7478,1.0000,55.9711
DBDE,Scenario_2000,2000,1002,0.3,2.0,1717.2329,257593.5515,1.0000,53.4658
DBDE,Scenario_2000,2000,1003,0.3,2.0,1359.9086,203994.8689,1.0000,55.1161
DBDE,Scenario_2000,2000,1004,0.3,2.0,1728.4671,259279.6111,1.0000,51.4931
I-COA,Scenario_2000,2000,1000,0.3,2.0,1039.7957,155976.3713,1.0000,130.8195
DGWO,Scenario_2000,2000,1001,0.3,2.0,1333.1386,199979.1387,1.0000,82.5504
DGWO,Scenario_2000,2000,1002,0.3,2.0,1238.8957,185842.9751,1.0000,80.4591
DGWO,Scenario_2000,2000,1003,0.3,2.0,1341.1486,201181.4267,1.0000,83.1988
DGWO,Scenario_2000,2000,1004,0.3,2.0,1388.1871,208237.8732,1.0000,77.8061
GO,Scenario_2000,2000,1000,0.3,2.0,1107.2029,166087.4591,1.0000,110.2753
GO,Scenario_2000,2000,1001,0.3,2.0,1042.4814,156381.4249,1.0000,110.3078
DQN,Scenario_2000,2000,1003,0.3,1.5,922.4029,138368.7682,1.0000,124.0098
DQN,Scenario_2000,2000,1004,0.3,2.0,727.1943,109087.4628,1.0000,107.6913
GO,Scenario_2000,2000,1002,0.3,2.0,1148.3957,172265.9539,1.0000,113.7293
FCFS,Scenario_2000,2000,1000,0.3,2.0,1598.4400,239774.0479,1.0000,197.8028
FCFS,Scenario_2000,2000,1001,0.3,2.0,1598.4400,239774.0479,1.0000,188.8768
FCFS,Scenario_2000,2000,1002,0.3,2.0,1598.4400,239774.0479,1.0000,203.1141
FCFS,Scenario_2000,2000,1003,0.3,2.0,1598.4400,239774.0479,1.0000,191.5629
FCFS,Scenario_2000,2000,1004,0.3,2.0,1598.4400,239774.0479,1.0000,197.6036
I-COA,Scenario_2000,2000,1001,0.3,1.5,975.9814,146405.1572,1.0000,129.8921
I-COA,Scenario_2000,2000,1002,0.3,1.5,982.5829,147394.9339,1.0000,126.9235
DQN,Scenario_2000,2000,1000,0.6,2.0,776.0743,116419.8885,1.0000,105.7568
DGWO,Scenario_2000,2000,1000,0.3,2.0,1264.6286,189704.1177,1.0000,83.4988
I-COA,Scenario_2000,2000,1003,0.3,1.5,1083.1657,162483.8589,1.0000,131.0216
DGWO,Scenario_2000,2000,1000,0.6,1.2,785.4671,117829.8043,1.0000,95.5496
I-COA,Scenario_2000,2000,1004,0.3,1.5,1041.5300,156237.1094,1.0000,125.1399
DGWO,Scenario_2000,2000,1001,0.6,1.2,895.1871,134290.6247,1.0000,94.7622
DCOA-TS,Scenario_2000,2000,1000,0.3,2.0,217.3638,32613.3900,1.0000,98.1299
DCOA-TS,Scenario_2000,2000,1001,0.3,2.0,212.4526,31880.7370,1.0000,96.5798
DCOA-TS,Scenario_2000,2000,1002,0.3,2.0,224.8377,33735.3587,1.0000,93.8312
DGWO,Scenario_2000,2000,1002,0.6,1.2,803.6486,120557.1311,1.0000,96.6387
DQN,Scenario_2000,2000,1004,0.3,1.2,806.7400,121018.8329,1.0000,120.7952
FCFS,Scenario_2000,2000,1000,0.3,1.2,1598.4400,239774.0479,1.0000,198.7223
I-COA,Scenario_2000,2000,1001,0.3,2.0,975.9814,146405.1572,1.0000,129.3247
DGWO,Scenario_2000,2000,1003,0.6,1.2,553.9543,83101.8064,1.0000,97.8954
I-COA,Scenario_2000,2000,1000,0.6,1.5,998.7743,149822.8446,1.0000,139.7829
I-COA,Scenario_2000,2000,1002,0.3,2.0,982.5829,147394.9339,1.0000,126.3623
DGWO,Scenario_2000,2000,1004,0.6,1.2,601.3886,90216.3531,1.0000,93.9728
I-COA,Scenario_2000,2000,1001,0.6,1.5,984.7057,147713.2454,1.0000,137.0107
I-COA,Scenario_2000,2000,1003,0.3,2.0,1083.1657,162483.8589,1.0000,130.4480
DQN,Scenario_5000,5000,1001,0.3,2.0,1679.9200,251998.5053,1.0000,265.3394
I-COA,Scenario_2000,2000,1002,0.6,1.5,1070.5500,160590.2349,1.0000,137.8212
DQN,Scenario_2000,2000,1003,0.6,1.2,598.0871,89717.5129,1.0000,163.8418
GO,Scenario_2000,2000,1000,0.6,1.2,926.5157,138983.6707,1.0000,124.5492
I-COA,Scenario_2000,2000,1004,0.3,2.0,1041.5300,156237.1094,1.0000,124.5720
DCOA-TS,Scenario_2000,2000,1000,0.6,1.2,249.6658,37463.0114,1.0000,97.6430
I-COA,Scenario_2000,2000,1003,0.6,1.5,1004.3100,150655.2197,1.0000,137.3908
DCOA-TS,Scenario_2000,2000,1001,0.6,1.2,217.9168,32694.3817,1.0000,97.1587
GO,Scenario_2000,2000,1001,0.6,1.2,800.1529,120028.8936,1.0000,121.7863
I-COA,Scenario_2000,2000,1004,0.6,1.5,1009.0943,151371.2471,1.0000,136.0077
DCOA-TS,Scenario_2000,2000,1000,0.6,2.0,231.2096,34692.9951,1.0000,96.0185
DBDE,Scenario_5000,5000,1003,0.3,1.5,3262.6229,489407.6095,1.0000,179.2858
DWOA,Scenario_5000,5000,1001,0.3,1.5,3074.9071,461252.0568,1.0000,270.7235
DBDE,Scenario_5000,5000,1004,0.3,1.5,2868.5914,430301.8228,1.0000,178.1149
DWOA,Scenario_5000,5000,1002,0.3,1.5,2635.1514,395284.1500,1.0000,260.7270
I-COA,Scenario_5000,5000,1000,0.3,1.5,3219.7529,482974.0065,1.0000,360.0545
DQN,Scenario_5000,5000,1001,0.6,2.0,1586.1314,237933.0658,1.0000,251.9226
DWOA,Scenario_5000,5000,1003,0.3,1.5,2704.2829,405652.1057,1.0000,262.5723
I-COA,Scenario_5000,5000,1001,0.3,1.5,2968.6957,445315.7588,1.0000,367.9083
DWOA,Scenario_5000,5000,1004,0.3,1.5,2988.4300,448276.5626,1.0000,257.1030
I-COA,Scenario_5000,5000,1002,0.3,1.5,3131.9857,469811.7889,1.0000,357.6817
DBDE,Scenario_5000,5000,1000,0.3,1.5,3235.0914,485279.8294,1.0000,180.7542
I-COA,Scenario_5000,5000,1003,0.3,1.5,2938.2200,440743.3397,1.0000,357.9034
DBDE,Scenario_5000,5000,1001,0.3,1.5,3353.6986,503068.9445,1.0000,185.0723
DQN,Scenario_2000,2000,1004,0.6,1.5,923.6400,138556.1237,1.0000,114.5454
FCFS,Scenario_2000,2000,1000,0.6,1.5,1598.4400,239774.0479,1.0000,189.4329
FCFS,Scenario_2000,2000,1001,0.6,1.5,1598.4400,239774.0479,1.0000,185.5749
FCFS,Scenario_2000,2000,1002,0.6,1.5,1598.4400,239774.0479,1.0000,193.8850
FCFS,Scenario_2000,2000,1003,0.6,1.5,1598.4400,239774.0479,1.0000,188.9568
I-COA,Scenario_5000,5000,1004,0.3,1.5,3197.6600,479662.0872,1.0000,350.5150
DCOA-TS,Scenario_5000,5000,1000,0.3,2.0,496.4238,74491.4440,1.0000,234.1931
DBDE,Scenario_5000,5000,1002,0.3,1.5,3379.8614,506993.2022,1.0000,180.9293
DCOA-TS,Scenario_5000,5000,1001,0.3,2.0,509.2260,76410.2272,1.0000,238.0277
DCOA-TS,Scenario_5000,5000,1002,0.3,2.0,495.7038,74376.8612,1.0000,230.0302
GO,Scenario_5000,5000,1000,0.3,1.5,2683.0657,402472.2865,1.0000,325.1562
DCOA-TS,Scenario_5000,5000,1003,0.3,2.0,511.1485,76692.2997,1.0000,232.9851
DQN,Scenario_5000,5000,1002,0.3,1.5,1505.3071,225806.4371,1.0000,252.4528
DCOA-TS,Scenario_5000,5000,1004,0.3,2.0,504.2665,75660.4385,1.0000,230.1739
GO,Scenario_5000,5000,1001,0.3,1.5,2783.0200,417465.7010,1.0000,332.7472
GO,Scenario_5000,5000,1002,0.3,1.5,2602.0186,390314.1487,1.0000,317.9325
FCFS,Scenario_100000,100000,1004,0.6,1.5,77919.2442,11688156.9265,1.0000,9437.0619
DQN,Scenario_2000,2000,1004,0.3,1.5,848.6400,127305.9498,1.0000,114.5568
GO,Scenario_5000,5000,1003,0.3,1.5,3115.3029,467309.2456,1.0000,318.3889
DQN,Scenario_2000,2000,1001,0.6,2.0,988.0886,148223.3010,1.0000,108.8961
GO,Scenario_5000,5000,1004,0.3,1.5,3011.7329,451771.6413,1.0000,314.1110
DWOA,Scenario_5000,5000,1000,0.3,1.5,2568.0671,385221.4044,1.0000,260.0462
DQN,Scenario_5000,5000,1003,0.3,1.2,1329.5557,199444.6529,1.0000,258.2948
DWOA,Scenario_5000,5000,1000,0.3,2.0,2568.0671,385221.4044,1.0000,259.4724
DWOA,Scenario_5000,5000,1001,0.3,2.0,3074.9071,461252.0568,1.0000,270.1630
DQN,Scenario_2000,2000,1004,0.6,1.2,1112.5300,166888.1730,1.0000,124.0301
FCFS,Scenario_2000,2000,1000,0.6,1.2,1598.4400,239774.0479,1.0000,189.7751
FCFS,Scenario_2000,2000,1001,0.6,1.2,1598.4400,239774.0479,1.0000,185.9147
FCFS,Scenario_2000,2000,1002,0.6,1.2,1598.4400,239774.0479,1.0000,194.2256
FCFS,Scenario_2000,2000,1003,0.6,1.2,1598.4400,239774.0479,1.0000,189.2957
FCFS,Scenario_2000,2000,1004,0.6,1.2,1598.4400,239774.0479,1.0000,193.6220
DWOA,Scenario_5000,5000,1002,0.3,2.0,2635.1514,395284.1500,1.0000,260.1644
DGWO,Scenario_5000,5000,1004,0.3,2.0,3121.6500,468259.6509,1.0000,239.2859
DWOA,Scenario_5000,5000,1003,0.3,2.0,2704.2829,405652.1057,1.0000,261.9996
DWOA,Scenario_5000,5000,1004,0.3,2.0,2988.4300,448276.5626,1.0000,256.5321
GO,Scenario_5000,5000,1000,0.3,2.0,2683.0657,402472.2865,1.0000,324.5824
DBDE,Scenario_5000,5000,1000,0.3,2.0,3254.4243,488180.8241,1.0000,179.9682
GO,Scenario_5000,5000,1001,0.3,2.0,2783.0200,417465.7010,1.0000,332.1868
DBDE,Scenario_5000,5000,1001,0.3,2.0,3436.5943,515502.8944,1.0000,184.6107
DQN,Scenario_5000,5000,1001,0.3,1.2,1754.1314,263130.1712,1.0000,265.7100
GO,Scenario_5000,5000,1002,0.3,2.0,2602.0186,390314.1487,1.0000,317.3698
GO,Scenario_5000,5000,1003,0.3,2.0,3115.3029,467309.2456,1.0000,317.8162
GO,Scenario_5000,5000,1004,0.3,2.0,3011.7329,451771.6413,1.0000,313.5401
DQN,Scenario_5000,5000,1002,0.6,1.2,1435.5429,215348.8198,1.0000,249.0775
DQN,Scenario_5000,5000,1002,0.6,1.5,1435.5429,215348.9715,1.0000,249.3705
DQN,Scenario_2000,2000,1002,0.6,2.0,709.2200,106392.5885,1.0000,104.4006
FCFS,Scenario_100000,100000,1003,0.6,2.0,77919.2442,11688156.9265,1.0000,9373.8066
DQN,Scenario_5000,5000,1002,0.3,2.0,1525.2743,228802.8542,1.0000,254.4367
DCOA-TS,Scenario_100000,100000,1000,0.6,2.0,9659.4420,1449341.2408,1.0000,4661.1722
DQN,Scenario_5000,5000,1002,0.6,2.0,1434.5871,215202.2901,1.0000,249.6346
DCOA-TS,Scenario_100000,100000,1001,0.6,1.2,9661.8997,1449939.7973,1.0000,4648.1770
DBDE,Scenario_100000,100000,1000,0.3,1.2,55126.9962,8269156.6656,1.0000,6493.7111
DCOA-TS,Scenario_100000,100000,1003,0.3,1.2,9651.2266,1448311.7714,1.0000,4651.6435
DQN,Scenario_5000,5000,1003,0.3,1.5,1479.9914,222010.8489,1.0000,259.2767
DQN,Scenario_5000,5000,1000,0.3,2.0,1544.1957,231642.5570,1.0000,254.1218
DCOA-TS,Scenario_100000,100000,1001,0.6,1.5,9653.6229,1448715.0403,1.0000,4647.4568
DQN,Scenario_5000,5000,1004,0.3,1.2,1737.8200,260691.6985,1.0000,259.8388
FCFS,Scenario_5000,5000,1000,0.3,1.2,3892.6514,583911.7217,1.0000,465.7370
DCOA-TS,Scenario_100000,100000,1003,0.3,1.5,9660.4014,1449699.6606,1.0000,4651.8406
FCFS,Scenario_5000,5000,1001,0.3,1.2,3892.6514,583911.7217,1.0000,483.4434
FCFS,Scenario_5000,5000,1002,0.3,1.2,3892.6514,583911.7217,1.0000,465.7673
GO,Scenario_100000,100000,1001,0.6,1.2,67297.4250,10094783.7349,1.0000,8542.1351
DBDE,Scenario_100000,100000,1004,0.3,2.0,54328.6931,8149419.5315,1.0000,6495.7780
DCOA-TS,Scenario_100000,100000,1000,0.3,1.2,9556.9324,1433982.7491,1.0000,4664.1623
DGWO,Scenario_100000,100000,1000,0.6,1.2,60724.0597,9108733.2978,1.0000,7946.3810
DQN,Scenario_5000,5000,1003,0.6,1.2,1317.5557,197645.4303,1.0000,252.1482
DQN,Scenario_5000,5000,1003,0.6,1.5,1316.6771,197513.7803,1.0000,251.1554
DCOA-TS,Scenario_100000,100000,1002,0.3,2.0,9676.5957,1452171.2710,1.0000,4646.5239
GO,Scenario_100000,100000,1001,0.3,2.0,67542.4688,10131523.3564,1.0000,8404.8766
DGWO,Scenario_100000,100000,1000,0.3,2.0,63065.3982,9459932.8693,1.0000,7656.4601
DBDE,Scenario_100000,100000,1004,0.6,1.2,47936.8433,7190621.4990,1.0000,6832.4925
DQN,Scenario_5000,5000,1003,0.3,2.0,1317.4186,197625.5298,1.0000,255.5451
DWOA,Scenario_100000,100000,1003,0.6,1.2,62035.3144,9305427.5673,1.0000,8032.6163
DQN,Scenario_5000,5000,1003,0.6,2.0,1316.6771,197514.1952,1.0000,250.4705
DGWO,Scenario_100000,100000,1004,0.6,2.0,60239.5071,9036050.7067,1.0000,7922.6848
DQN,Scenario_5000,5000,1004,0.3,1.5,1865.9371,279903.3467,1.0000,264.9987
FCFS,Scenario_5000,5000,1000,0.3,1.5,3892.6514,583911.7217,1.0000,465.3927
FCFS,Scenario_5000,5000,1001,0.3,1.5,3892.6514,583911.7217,1.0000,483.1071
FCFS,Scenario_5000,5000,1002,0.3,1.5,3892.6514,583911.7217,1.0000,465.4297
DWOA,Scenario_100000,100000,1001,0.6,2.0,61131.5300,9169847.9238,1.0000,8047.6586
DGWO,Scenario_100000,100000,1001,0.3,1.2,62700.0186,9405134.0978,1.0000,7668.2550
DWOA,Scenario_100000,100000,1004,0.3,1.5,65543.5585,9831683.7566,1.0000,7879.5215
GO,Scenario_100000,100000,1000,0.6,1.5,66517.9063,9977847.4469,1.0000,8538.7551
GO,Scenario_100000,100000,1002,0.3,1.5,68535.8710,10280553.7673,1.0000,8391.6255
I-COA,Scenario_100000,100000,1001,0.3,1.2,70563.6250,10584753.6755,1.0000,8630.1477
DBDE,Scenario_100000,100000,1003,0.6,2.0,47663.8775,7149670.7497,1.0000,6874.7561
DQN,Scenario_5000,5000,1004,0.6,1.2,1460.9786,219162.1997,1.0000,248.4064
FCFS,Scenario_5000,5000,1000,0.6,1.2,3892.6514,583911.7217,1.0000,466.8560
DQN,Scenario_5000,5000,1004,0.6,1.5,1460.9786,219161.6260,1.0000,246.7793
FCFS,Scenario_5000,5000,1000,0.6,1.5,3892.6514,583911.7217,1.0000,466.5149
GO,Scenario_100000,100000,1003,0.3,1.2,67585.5830,10137998.4702,1.0000,8427.0811
I-COA,Scenario_100000,100000,1000,0.3,1.5,69735.9107,10460552.6180,1.0000,8648.3597
DQN,Scenario_5000,5000,1004,0.3,2.0,1749.9371,262504.6681,1.0000,260.4732
FCFS,Scenario_5000,5000,1000,0.3,2.0,3892.6514,583911.7217,1.0000,464.8189
FCFS,Scenario_5000,5000,1001,0.3,2.0,3892.6514,583911.7217,1.0000,482.5467
DGWO,Scenario_100000,100000,1001,0.3,1.5,62700.0186,9405134.0978,1.0000,7667.9156
DQN,Scenario_5000,5000,1004,0.6,2.0,1460.9600,219159.0457,1.0000,246.2874
