algorithm,scenario_name,num_cloudlets,seed,population,iterations,episodes,w_energy,w_makespan,w_violation,makespan_sec,makespan_ms,total_energy_j,avg_waiting_sec,avg_waiting_ms,finished_cloudlets,mapping_time_ms,peak_memory_mb,deadline_miss_rate,avg_tardiness_sec,unit_note
FCFS,Scenario_500,500,1010,0,0,0,0.20,0.70,0.10,423.2643,423264.2857,63496.0739,45.5058,45505.8081,500,1,0,1.0000,49.7873,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1012,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,0,5,1.0000,86.1704,ms and sec explicitly named
PSO-SA,Scenario_50,50,1023,200,100,0,0.20,0.70,0.10,22.3778,22377.7778,3360.8971,1.2520,1251.9770,50,16,240,1.0000,4.6267,ms and sec explicitly named
FCFS,Scenario_100,100,1013,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,2,1.0000,10.7319,ms and sec explicitly named
PSO-SA,Scenario_100,100,1015,200,100,0,0.20,0.70,0.10,44.1833,44183.3333,6631.9253,5.2122,5212.2301,100,57,464,1.0000,7.7847,ms and sec explicitly named
DGWO,Scenario_500,500,1024,200,100,0,0.20,0.70,0.10,347.8829,347882.8571,52189.5964,35.9539,35953.9361,500,1652,856,1.0000,18.2101,ms and sec explicitly named
FCFS,Scenario_2000,2000,1026,0,0,0,0.20,0.70,0.10,1598.4400,1598440.0000,239774.0479,186.9628,186962.7919,2000,2,3,1.0000,192.9296,ms and sec explicitly named
SJF,Scenario_500,500,1028,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,1,2,1.0000,38.8509,ms and sec explicitly named
GO,Scenario_500,500,1024,200,100,0,0.20,0.70,0.10,158.7357,158735.7143,23817.0954,24.6753,24675.3485,500,1720,1397,1.0000,25.6014,ms and sec explicitly named
PSO-SA,Scenario_100,100,1001,200,100,0,0.20,0.70,0.10,29.2633,29263.2692,4393.0508,4.1369,4136.9010,100,51,0,1.0000,8.0368,ms and sec explicitly named
PSO-SA,Scenario_500,500,1028,200,100,0,0.20,0.70,0.10,224.8671,224867.1429,33736.5053,34.8531,34853.1454,500,144,993,1.0000,37.2005,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1022,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,0,4,1.0000,94.5993,ms and sec explicitly named
PSO-SA,Scenario_50,50,1024,200,100,0,0.20,0.70,0.10,19.7238,19723.7500,2961.4410,2.3573,2357.2841,50,24,364,1.0000,5.5194,ms and sec explicitly named
FCFS,Scenario_100,100,1014,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,1,0,1.0000,11.1711,ms and sec explicitly named
GO,Scenario_500,500,1004,200,100,0,0.20,0.70,0.10,254.6357,254635.7143,38202.7508,29.2037,29203.6771,500,1838,2120,1.0000,24.2557,ms and sec explicitly named
DGWO,Scenario_100,100,1003,200,100,0,0.20,0.70,0.10,27.8938,27893.8462,4188.4384,4.4177,4417.6851,100,264,0,1.0000,3.2009,ms and sec explicitly named
DWOA,Scenario_50,50,1016,200,100,0,0.20,0.70,0.10,17.3418,17341.8415,2604.3807,1.7681,1768.0608,50,166,0,1.0000,2.0823,ms and sec explicitly named
PSO-SA,Scenario_50,50,1025,200,100,0,0.20,0.70,0.10,20.3944,20394.4444,3062.6533,1.4943,1494.3455,50,34,474,1.0000,4.9199,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1002,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,0,3,1.0000,92.4286,ms and sec explicitly named
SJF,Scenario_1000,1000,1002,0,0,0,0.20,0.70,0.10,738.8829,738882.8571,110843.4074,76.0334,76033.4022,1000,1,3,1.0000,79.7895,ms and sec explicitly named
FCFS,Scenario_100,100,1015,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,0,1.0000,11.2204,ms and sec explicitly named
FCFS,Scenario_500,500,1011,0,0,0,0.20,0.70,0.10,423.2643,423264.2857,63496.0739,45.5058,45505.8081,500,0,0,1.0000,48.5391,ms and sec explicitly named
PSO-SA,Scenario_100,100,1016,200,100,0,0.20,0.70,0.10,51.3471,51347.1429,7707.0080,4.2939,4293.8576,100,61,893,1.0000,7.4431,ms and sec explicitly named
I-COA,Scenario_50,50,1024,200,100,0,0.20,0.70,0.10,23.6619,23661.9231,3552.8853,2.5408,2540.7726,50,99,1434,1.0000,1.9865,ms and sec explicitly named
SJF,Scenario_1000,1000,1021,0,0,0,0.20,0.70,0.10,738.8829,738882.8571,110843.4074,76.0334,76033.4022,1000,5,36,1.0000,75.7846,ms and sec explicitly named
FCFS,Scenario_1000,1000,1023,0,0,0,0.20,0.70,0.10,816.6371,816637.1429,122502.7947,92.9895,92989.4890,1000,1,3,1.0000,90.4959,ms and sec explicitly named
FCFS,Scenario_1000,1000,1003,0,0,0,0.20,0.70,0.10,816.6371,816637.1429,122502.7947,92.9895,92989.4890,1000,0,0,1.0000,95.7526,ms and sec explicitly named
SJF,Scenario_1000,1000,1013,0,0,0,0.20,0.70,0.10,738.8829,738882.8571,110843.4074,76.0334,76033.4022,1000,1,1,1.0000,81.4144,ms and sec explicitly named
PSO-SA,Scenario_50,50,1026,200,100,0,0.20,0.70,0.10,23.2343,23234.2857,3488.9968,1.5807,1580.7034,50,31,455,1.0000,4.0491,ms and sec explicitly named
FCFS,Scenario_100,100,1016,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,0,1.0000,12.2965,ms and sec explicitly named
DTSO-TS,Scenario_500,500,1018,200,100,0,0.20,0.70,0.10,80.7415,80741.4706,12113.2969,29.5509,29550.9357,500,296,346,1.0000,30.4546,ms and sec explicitly named
I-COA,Scenario_500,500,1022,200,100,0,0.20,0.70,0.10,148.8629,148862.8571,22335.3915,27.6281,27628.0879,500,1972,1431,1.0000,29.2477,ms and sec explicitly named
I-COA,Scenario_50,50,1011,200,100,0,0.20,0.70,0.10,15.5170,15516.9872,2331.1259,1.1620,1162.0477,50,169,0,1.0000,2.5230,ms and sec explicitly named
PSO-SA,Scenario_100,100,1017,200,100,0,0.20,0.70,0.10,24.1355,24135.4545,3624.2152,3.7639,3763.8795,100,47,685,1.0000,6.7415,ms and sec explicitly named
SJF,Scenario_50,50,1027,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,0,1.0000,6.0928,ms and sec explicitly named
DBDE,Scenario_100,100,1023,200,100,0,0.20,0.70,0.10,34.8204,34820.3846,5228.8374,4.3923,4392.3003,100,247,353,1.0000,3.6698,ms and sec explicitly named
FCFS,Scenario_1000,1000,1013,0,0,0,0.20,0.70,0.10,816.6371,816637.1429,122502.7947,92.9895,92989.4890,1000,5,28,1.0000,94.0685,ms and sec explicitly named
I-COA,Scenario_500,500,1002,200,100,0,0.20,0.70,0.10,152.4327,152432.7273,22870.2942,26.6384,26638.3512,500,1995,982,1.0000,28.5919,ms and sec explicitly named
SJF,Scenario_50,50,1028,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,0,1.0000,5.2571,ms and sec explicitly named
SJF,Scenario_500,500,1029,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,6,1.0000,42.4528,ms and sec explicitly named
SJF,Scenario_50,50,1029,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,0,1.0000,6.5390,ms and sec explicitly named
FCFS,Scenario_100,100,1017,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,0,1.0000,13.4754,ms and sec explicitly named
DWOA,Scenario_50,50,1017,200,100,0,0.20,0.70,0.10,25.2650,25265.0000,3792.7797,2.2764,2276.4390,50,141,0,1.0000,1.6512,ms and sec explicitly named
PSO-SA,Scenario_100,100,1018,200,100,0,0.20,0.70,0.10,51.5274,51527.3810,7733.7042,6.0566,6056.6000,100,40,0,1.0000,9.7924,ms and sec explicitly named
I-COA,Scenario_50,50,1025,200,100,0,0.20,0.70,0.10,13.4362,13436.1538,2019.2052,0.9431,943.1312,50,113,0,1.0000,2.6754,ms and sec explicitly named
PSO-SA,Scenario_1000,1000,1002,200,100,0,0.20,0.70,0.10,507.7671,507767.1429,76172.2179,77.4439,77443.8983,1000,407,0,1.0000,81.7968,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1023,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,0,3,1.0000,92.5344,ms and sec explicitly named
PSO-SA,Scenario_50,50,1000,200,100,0,0.20,0.70,0.10,19.7657,19765.7500,2967.9823,1.1169,1116.9127,50,15,244,1.0000,4.2421,ms and sec explicitly named
PSO-SA,Scenario_500,500,1029,200,100,0,0.20,0.70,0.10,239.1943,239194.2857,35884.5647,36.2801,36280.1434,500,124,1758,1.0000,38.0925,ms and sec explicitly named
FCFS,Scenario_100,100,1018,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,0,1.0000,11.2817,ms and sec explicitly named
FCFS,Scenario_500,500,1012,0,0,0,0.20,0.70,0.10,423.2643,423264.2857,63496.0739,45.5058,45505.8081,500,0,0,1.0000,48.7370,ms and sec explicitly named
SJF,Scenario_1000,1000,1003,0,0,0,0.20,0.70,0.10,738.8829,738882.8571,110843.4074,76.0334,76033.4022,1000,1,5,1.0000,83.3279,ms and sec explicitly named
PSO-SA,Scenario_100,100,1019,200,100,0,0.20,0.70,0.10,38.6578,38657.8419,5803.1246,4.5096,4509.6307,100,28,347,1.0000,7.5596,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1013,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,1,4,1.0000,90.9372,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1003,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,1,5,1.0000,88.7543,ms and sec explicitly named
FCFS,Scenario_100,100,1019,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,2,1.0000,11.6632,ms and sec explicitly named
PSO-SA,Scenario_500,500,1016,200,100,0,0.20,0.70,0.10,221.2600,221260.0000,33195.1848,33.2100,33210.0319,500,244,0,1.0000,34.8849,ms and sec explicitly named
PSO-SA,Scenario_50,50,1001,200,100,0,0.20,0.70,0.10,22.4720,22472.0000,3375.0232,1.4009,1400.8636,50,35,492,1.0000,4.6533,ms and sec explicitly named
I-COA,Scenario_50,50,1012,200,100,0,0.20,0.70,0.10,20.3371,20337.1429,3054.1514,1.3411,1341.0825,50,155,0,1.0000,2.4324,ms and sec explicitly named
FCFS,Scenario_1000,1000,1004,0,0,0,0.20,0.70,0.10,816.6371,816637.1429,122502.7947,92.9895,92989.4890,1000,0,4,1.0000,92.3612,ms and sec explicitly named
PSO-SA,Scenario_100,100,1020,200,100,0,0.20,0.70,0.10,31.1754,31175.3846,4680.6596,4.6731,4673.0548,100,27,403,1.0000,9.2735,ms and sec explicitly named
FCFS,Scenario_100,100,1020,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,0,1.0000,13.1062,ms and sec explicitly named
DWOA,Scenario_50,50,1018,200,100,0,0.20,0.70,0.10,15.5948,15594.8352,2342.6770,1.7111,1711.0748,50,88,1264,1.0000,2.0799,ms and sec explicitly named
FCFS,Scenario_100,100,1021,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,0,1.0000,9.5323,ms and sec explicitly named
PSO-SA,Scenario_50,50,1002,200,100,0,0.20,0.70,0.10,17.8342,17834.1667,2678.4978,1.2479,1247.8922,50,22,335,1.0000,4.7910,ms and sec explicitly named
DBDE,Scenario_500,500,1023,200,100,0,0.20,0.70,0.10,353.5429,353542.8571,53038.2869,38.1976,38197.5846,500,865,554,1.0000,15.7283,ms and sec explicitly named
FCFS,Scenario_500,500,1013,0,0,0,0.20,0.70,0.10,423.2643,423264.2857,63496.0739,45.5058,45505.8081,500,0,2,1.0000,53.4278,ms and sec explicitly named
FCFS,Scenario_100,100,1022,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,0,1.0000,10.9118,ms and sec explicitly named
I-COA,Scenario_50,50,1026,200,100,0,0.20,0.70,0.10,21.2738,21273.8462,3195.2499,1.1106,1110.5880,50,100,1456,1.0000,2.8427,ms and sec explicitly named
PSO-SA,Scenario_100,100,1021,200,100,0,0.20,0.70,0.10,28.5155,28515.5245,4281.8140,3.7520,3751.9815,100,27,382,1.0000,6.7324,ms and sec explicitly named
DBDE,Scenario_100,100,1024,200,100,0,0.20,0.70,0.10,40.8714,40871.3636,6135.0603,5.2048,5204.8393,100,144,2054,1.0000,2.9423,ms and sec explicitly named
SJF,Scenario_1000,1000,1022,0,0,0,0.20,0.70,0.10,738.8829,738882.8571,110843.4074,76.0334,76033.4022,1000,0,13,1.0000,78.9382,ms and sec explicitly named
DGWO,Scenario_100,100,1004,200,100,0,0.20,0.70,0.10,31.6093,31609.3473,4745.8929,4.1986,4198.6360,100,289,1433,1.0000,3.6005,ms and sec explicitly named
PSO-SA,Scenario_50,50,1003,200,100,0,0.20,0.70,0.10,19.1178,19117.8205,2871.3040,1.7694,1769.3900,50,40,0,1.0000,3.9698,ms and sec explicitly named
FCFS,Scenario_1000,1000,1014,0,0,0,0.20,0.70,0.10,816.6371,816637.1429,122502.7947,92.9895,92989.4890,1000,0,1,1.0000,100.7449,ms and sec explicitly named
DTSO-TS,Scenario_500,500,1019,200,100,0,0.20,0.70,0.10,85.4244,85424.4118,12816.0612,27.7604,27760.4153,500,220,459,1.0000,28.3704,ms and sec explicitly named
FCFS,Scenario_1000,1000,1024,0,0,0,0.20,0.70,0.10,816.6371,816637.1429,122502.7947,92.9895,92989.4890,1000,0,3,1.0000,99.9037,ms and sec explicitly named
PSO-SA,Scenario_50,50,1004,200,100,0,0.20,0.70,0.10,20.2557,20255.6667,3041.4328,1.7506,1750.5578,50,15,224,1.0000,4.8625,ms and sec explicitly named
DWOA,Scenario_50,50,1019,200,100,0,0.20,0.70,0.10,25.2495,25249.5109,3791.2748,1.1096,1109.5655,50,97,0,1.0000,1.8863,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1024,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,0,0,1.0000,90.1020,ms and sec explicitly named
PSO-SA,Scenario_50,50,1005,200,100,0,0.20,0.70,0.10,20.1410,20141.0000,3024.7995,1.4358,1435.7826,50,14,191,1.0000,4.3584,ms and sec explicitly named
I-COA,Scenario_50,50,1013,200,100,0,0.20,0.70,0.10,31.2655,31265.4545,4695.5325,1.7721,1772.1130,50,121,0,1.0000,2.3394,ms and sec explicitly named
SJF,Scenario_1000,1000,1004,0,0,0,0.20,0.70,0.10,738.8829,738882.8571,110843.4074,76.0334,76033.4022,1000,0,1,1.0000,78.7884,ms and sec explicitly named
SJF,Scenario_1000,1000,1014,0,0,0,0.20,0.70,0.10,738.8829,738882.8571,110843.4074,76.0334,76033.4022,1000,1,7,1.0000,77.7935,ms and sec explicitly named
PSO-SA,Scenario_50,50,1006,200,100,0,0.20,0.70,0.10,17.1466,17146.6270,2575.2882,1.6035,1603.5108,50,15,211,1.0000,5.5062,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1014,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,1,3,1.0000,97.9602,ms and sec explicitly named
SJF,Scenario_50,50,1018,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,0,1.0000,5.0716,ms and sec explicitly named
I-COA,Scenario_50,50,1027,200,100,0,0.20,0.70,0.10,16.9042,16904.1667,2539.6949,1.1071,1107.0900,50,113,0,1.0000,2.2941,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1004,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,0,1,1.0000,92.3846,ms and sec explicitly named
SJF,Scenario_50,50,1019,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,2,1.0000,5.2120,ms and sec explicitly named
FCFS,Scenario_2000,2000,1027,0,0,0,0.20,0.70,0.10,1598.4400,1598440.0000,239774.0479,186.9628,186962.7919,2000,1,5,1.0000,188.4379,ms and sec explicitly named
PSO-SA,Scenario_500,500,1000,200,100,0,0.20,0.70,0.10,196.8084,196808.4416,29525.9350,36.4816,36481.5506,500,214,465,1.0000,40.1367,ms and sec explicitly named
SJF,Scenario_50,50,1020,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,0,1.0000,4.5260,ms and sec explicitly named
I-COA,Scenario_500,500,1012,200,100,0,0.20,0.70,0.10,166.7227,166722.7273,25013.8035,29.0189,29018.8670,500,2346,678,1.0000,29.3140,ms and sec explicitly named
FCFS,Scenario_500,500,1014,0,0,0,0.20,0.70,0.10,423.2643,423264.2857,63496.0739,45.5058,45505.8081,500,0,1,1.0000,50.0496,ms and sec explicitly named
SJF,Scenario_50,50,1021,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,0,1.0000,5.6351,ms and sec explicitly named
DWOA,Scenario_50,50,1020,200,100,0,0.20,0.70,0.10,16.7470,16746.9565,2514.5445,1.9686,1968.5562,50,84,1165,1.0000,2.0112,ms and sec explicitly named
SJF,Scenario_50,50,1022,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,0,1.0000,5.6457,ms and sec explicitly named
SJF,Scenario_50,50,1023,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,0,1.0000,6.2152,ms and sec explicitly named
SJF,Scenario_1000,1000,1023,0,0,0,0.20,0.70,0.10,738.8829,738882.8571,110843.4074,76.0334,76033.4022,1000,0,4,1.0000,78.7332,ms and sec explicitly named
SJF,Scenario_50,50,1024,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,1,1.0000,5.4317,ms and sec explicitly named
PSO-SA,Scenario_500,500,1017,200,100,0,0.20,0.70,0.10,263.2045,263204.5455,39486.4295,35.5723,35572.3063,500,172,0,1.0000,38.9340,ms and sec explicitly named
DBDE,Scenario_100,100,1025,200,100,0,0.20,0.70,0.10,33.5067,33506.7308,5030.6913,4.5025,4502.4787,100,171,0,1.0000,3.1419,ms and sec explicitly named
SJF,Scenario_50,50,1025,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,0,1.0000,4.8471,ms and sec explicitly named
RoundRobin,Scenario_500,500,1017,0,0,0,0.20,0.70,0.10,335.9657,335965.7143,50400.7805,41.7110,41711.0054,500,0,2,1.0000,49.2654,ms and sec explicitly named
I-COA,Scenario_50,50,1014,200,100,0,0.20,0.70,0.10,16.7942,16794.1667,2522.9414,1.1818,1181.7728,50,101,0,1.0000,2.3985,ms and sec explicitly named
SJF,Scenario_50,50,1026,0,0,0,0.20,0.70,0.10,57.9543,57954.2857,8698.3009,2.2895,2289.4608,50,0,0,1.0000,4.3222,ms and sec explicitly named
FCFS,Scenario_1000,1000,1005,0,0,0,0.20,0.70,0.10,816.6371,816637.1429,122502.7947,92.9895,92989.4890,1000,0,1,1.0000,97.7962,ms and sec explicitly named
I-COA,Scenario_50,50,1028,200,100,0,0.20,0.70,0.10,28.3000,28300.0000,4250.0134,1.5245,1524.5242,50,125,0,1.0000,2.2680,ms and sec explicitly named
DTSO-TS,Scenario_50,50,1017,200,100,0,0.20,0.70,0.10,17.3696,17369.6078,2620.2191,6.9255,6925.4725,50,29,307,1.0000,6.9632,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1025,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,1,0,1.0000,97.0369,ms and sec explicitly named
DTSO-TS,Scenario_500,500,1000,200,100,0,0.20,0.70,0.10,66.3801,66380.1402,9959.7159,25.4958,25495.7728,500,279,1383,1.0000,27.5479,ms and sec explicitly named
DCOA-TS,Scenario_100,100,1011,200,100,0,0.20,0.70,0.10,19.5040,19503.9916,2927.2478,6.8534,6853.3707,100,255,0,1.0000,8.6006,ms and sec explicitly named
DTSO-TS,Scenario_50,50,1018,200,100,0,0.20,0.70,0.10,17.5472,17547.2103,2642.4171,6.8970,6896.9950,50,30,304,1.0000,8.4488,ms and sec explicitly named
FCFS,Scenario_500,500,1015,0,0,0,0.20,0.70,0.10,423.2643,423264.2857,63496.0739,45.5058,45505.8081,500,0,0,1.0000,49.7306,ms and sec explicitly named
FCFS,Scenario_1000,1000,1025,0,0,0,0.20,0.70,0.10,816.6371,816637.1429,122502.7947,92.9895,92989.4890,1000,0,2,1.0000,101.5231,ms and sec explicitly named
DWOA,Scenario_50,50,1021,200,100,0,0.20,0.70,0.10,25.1438,25143.7500,3775.5777,1.3163,1316.2603,50,156,0,1.0000,2.0126,ms and sec explicitly named
DTSO-TS,Scenario_50,50,1019,200,100,0,0.20,0.70,0.10,17.1251,17125.1248,2594.9946,6.8654,6865.4337,50,32,330,1.0000,7.5780,ms and sec explicitly named
FCFS,Scenario_1000,1000,1015,0,0,0,0.20,0.70,0.10,816.6371,816637.1429,122502.7947,92.9895,92989.4890,1000,1,3,1.0000,99.9389,ms and sec explicitly named
DCOA-TS,Scenario_1000,1000,1001,200,100,0,0.20,0.70,0.10,112.4894,112489.4286,16877.2118,45.6553,45655.3284,1000,931,1437,1.0000,49.0719,ms and sec explicitly named
SJF,Scenario_1000,1000,1015,0,0,0,0.20,0.70,0.10,738.8829,738882.8571,110843.4074,76.0334,76033.4022,1000,0,4,1.0000,79.3273,ms and sec explicitly named
DTSO-TS,Scenario_1000,1000,1001,200,100,0,0.20,0.70,0.10,135.1852,135185.2174,20281.5474,48.1186,48118.5857,1000,609,452,1.0000,49.0208,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1005,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,0,4,1.0000,91.9995,ms and sec explicitly named
DGWO,Scenario_100,100,1005,200,100,0,0.20,0.70,0.10,27.9046,27904.6290,4190.1840,4.4052,4405.2054,100,317,0,1.0000,3.0731,ms and sec explicitly named
DTSO-TS,Scenario_50,50,1020,200,100,0,0.20,0.70,0.10,17.0059,17005.9091,2569.4887,6.8636,6863.6312,50,35,362,1.0000,6.5262,ms and sec explicitly named
SJF,Scenario_1000,1000,1005,0,0,0,0.20,0.70,0.10,738.8829,738882.8571,110843.4074,76.0334,76033.4022,1000,4,44,1.0000,79.0896,ms and sec explicitly named
I-COA,Scenario_50,50,1015,200,100,0,0.20,0.70,0.10,22.3922,22392.2222,3363.4829,1.2374,1237.4018,50,140,1434,1.0000,2.4914,ms and sec explicitly named
I-COA,Scenario_50,50,1029,200,100,0,0.20,0.70,0.10,25.2612,25261.2121,3793.5467,1.0685,1068.4797,50,139,1405,1.0000,1.8614,ms and sec explicitly named
DTSO-TS,Scenario_50,50,1021,200,100,0,0.20,0.70,0.10,17.2996,17299.5900,2605.1282,6.8407,6840.7410,50,32,318,1.0000,7.4167,ms and sec explicitly named
DBDE,Scenario_100,100,1026,200,100,0,0.20,0.70,0.10,52.6043,52604.2857,7896.3763,4.1914,4191.4426,100,200,0,1.0000,3.5083,ms and sec explicitly named
PSO-SA,Scenario_500,500,1001,200,100,0,0.20,0.70,0.10,274.9871,274987.1429,41254.1261,35.7125,35712.4643,500,150,0,1.0000,38.8369,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1015,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,0,7,1.0000,92.5462,ms and sec explicitly named
FCFS,Scenario_500,500,1016,0,0,0,0.20,0.70,0.10,423.2643,423264.2857,63496.0739,45.5058,45505.8081,500,0,1,1.0000,50.2797,ms and sec explicitly named
DWOA,Scenario_50,50,1022,200,100,0,0.20,0.70,0.10,20.1349,20134.9130,3023.9934,1.4075,1407.4874,50,110,1111,1.0000,2.0543,ms and sec explicitly named
DTSO-TS,Scenario_50,50,1022,200,100,0,0.20,0.70,0.10,17.6778,17677.7718,2660.6899,6.9088,6908.8378,50,37,351,1.0000,7.7606,ms and sec explicitly named
FCFS,Scenario_100,100,1000,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,0,1.0000,12.7525,ms and sec explicitly named
PSO-SA,Scenario_1000,1000,1003,200,100,0,0.20,0.70,0.10,553.5257,553525.7143,83034.4958,80.4246,80424.6126,1000,270,1219,1.0000,89.1597,ms and sec explicitly named
RoundRobin,Scenario_500,500,1018,0,0,0,0.20,0.70,0.10,335.9657,335965.7143,50400.7805,41.7110,41711.0054,500,0,2,1.0000,46.3777,ms and sec explicitly named
DBDE,Scenario_500,500,1004,200,100,0,0.20,0.70,0.10,288.2136,288213.6364,43239.0403,35.5586,35558.6070,500,1043,31,1.0000,15.6376,ms and sec explicitly named
DTSO-TS,Scenario_50,50,1023,200,100,0,0.20,0.70,0.10,16.7371,16737.0588,2528.8671,6.7974,6797.3528,50,35,375,1.0000,7.8802,ms and sec explicitly named
FCFS,Scenario_100,100,1001,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,0,1.0000,12.5598,ms and sec explicitly named
DTSO-TS,Scenario_50,50,1024,200,100,0,0.20,0.70,0.10,17.4971,17497.0588,2643.6985,6.9028,6902.7904,50,21,339,1.0000,7.6951,ms and sec explicitly named
FCFS,Scenario_100,100,1002,0,0,0,0.20,0.70,0.10,103.4914,103491.4286,15529.9205,7.9492,7949.2070,100,0,0,1.0000,12.8039,ms and sec explicitly named
FCFS,Scenario_1000,1000,1006,0,0,0,0.20,0.70,0.10,816.6371,816637.1429,122502.7947,92.9895,92989.4890,1000,0,3,1.0000,102.2644,ms and sec explicitly named
RoundRobin,Scenario_1000,1000,1026,0,0,0,0.20,0.70,0.10,691.1100,691110.0000,103673.2732,85.9286,85928.6402,1000,0,2,1.0000,90.5851,ms and sec explicitly named
I-COA,Scenario_50,50,1016,200,100,0,0.20,0.70,0.10,21.1648,21164.8352,3178.5705,1.1898,1189.7700,50,136,1494,1.0000,2.6118,ms and sec explicitly named
