algorithm,scenario_name,num_cloudlets,seed,population,iterations,makespan_sec,total_energy_j,avg_waiting_sec,mapping_time_ms
DTSO-TS,Scenario_200,200,1017,50,100,38.4433,5768.8897,12.6109,23
DTSO-TS,Scenario_200,200,1007,50,500,66.1076,9988.4500,31.2813,88
PSO-SA,Scenario_200,200,1021,24,500,146.1371,21926.4757,13.1320,31
PSO-SA,Scenario_200,200,1000,10,50,93.5753,14041.2091,11.7872,1
DCOA-TS,Scenario_200,200,1010,24,10,24.1215,3622.1313,7.7418,4
DCOA-TS,Scenario_200,200,1022,10,500,31.6702,4752.6995,11.3437,35
DCOA-TS,Scenario_200,200,1024,10,50,26.7397,4014.0305,8.3039,4
DTSO-TS,Scenario_200,200,1000,50,100,56.9565,8545.1807,17.2432,18
PSO-SA,Scenario_200,200,1019,10,100,117.3091,17601.7436,13.6778,3
DCOA-TS,Scenario_200,200,1010,100,20,24.4670,3674.3228,7.7077,24
DCOA-TS,Scenario_200,200,1002,24,100,28.5026,4278.3065,8.5446,21
DCOA-TS,Scenario_200,200,1024,500,10,27.1356,4073.1630,8.4501,72
DCOA-TS,Scenario_200,200,1009,500,20,27.1472,4075.2967,8.5413,122
DCOA-TS,Scenario_200,200,1015,50,10,28.1452,4225.0019,8.1492,7
DCOA-TS,Scenario_200,200,1025,24,10,25.9172,3890.0620,8.3190,3
PSO-SA,Scenario_200,200,1015,100,10,108.9018,16341.1321,13.5230,3
DCOA-TS,Scenario_200,200,1012,50,20,26.9234,4041.8152,8.1164,10
DCOA-TS,Scenario_200,200,1028,50,10,26.6134,3995.8068,7.9523,7
DTSO-TS,Scenario_200,200,1024,500,20,33.4196,5016.1593,9.1578,89
DCOA-TS,Scenario_200,200,1002,500,20,25.0889,3766.0494,7.8970,236
PSO-SA,Scenario_200,200,1015,10,500,68.3600,10259.2361,10.1373,13
DTSO-TS,Scenario_200,200,1021,50,100,53.9788,8098.9378,16.5943,21
DCOA-TS,Scenario_200,200,1011,24,10,27.1779,4079.9458,8.0028,3
DCOA-TS,Scenario_200,200,1025,10,50,25.6361,3848.7681,8.0430,4
PSO-SA,Scenario_200,200,1018,500,500,81.3142,12202.1314,11.1463,754
DCOA-TS,Scenario_200,200,1000,100,50,29.8379,4478.7554,8.9666,50
DCOA-TS,Scenario_200,200,1000,500,50,30.0518,4510.9783,9.4459,280
PSO-SA,Scenario_200,200,1029,500,10,82.0656,12314.8183,11.5981,17
DCOA-TS,Scenario_200,200,1002,100,100,30.7289,4612.2985,9.3706,84
PSO-SA,Scenario_200,200,1000,10,500,162.6310,24401.6526,17.0543,13
PSO-SA,Scenario_200,200,1009,100,100,85.3878,12813.2222,13.6218,26
DTSO-TS,Scenario_200,200,1018,50,100,40.1627,6026.9726,12.3191,26
DCOA-TS,Scenario_200,200,1026,100,10,29.1680,4378.6548,8.1681,15
DTSO-TS,Scenario_200,200,1028,100,500,66.2720,9979.8317,31.3850,240
PSO-SA,Scenario_200,200,1020,10,100,86.3918,12964.4714,12.7571,3
DCOA-TS,Scenario_200,200,1026,24,10,25.9466,3898.6273,7.6716,3
DCOA-TS,Scenario_200,200,1016,50,10,26.2826,3945.4445,7.9850,6
DCOA-TS,Scenario_200,200,1029,50,10,25.8257,3877.1349,8.1536,7
DCOA-TS,Scenario_200,200,1013,50,20,28.3515,4255.5873,8.9072,10
DTSO-TS,Scenario_200,200,1001,50,100,51.6030,7742.9671,14.8094,23
DCOA-TS,Scenario_200,200,1011,100,20,26.5744,3990.1756,7.9827,23
DCOA-TS,Scenario_200,200,1003,24,100,27.9209,4191.3242,8.4641,19
DCOA-TS,Scenario_200,200,1012,24,10,24.1644,3627.4896,7.7259,3
DCOA-TS,Scenario_200,200,1026,10,50,25.4937,3826.9204,7.9464,4
DTSO-TS,Scenario_200,200,1014,100,500,66.0321,9977.0492,31.2553,246
DTSO-TS,Scenario_200,200,1026,100,20,49.4000,7414.5970,8.4007,22
DCOA-TS,Scenario_200,200,1010,100,100,30.0745,4514.6921,9.0064,84
PSO-SA,Scenario_200,200,1016,10,500,80.7100,12111.5101,12.0611,12
DTSO-TS,Scenario_200,200,1022,50,100,45.0447,6758.6426,13.5377,18
DCOA-TS,Scenario_200,200,1023,10,500,32.0691,4812.4955,10.8074,35
PSO-SA,Scenario_200,200,1016,100,10,79.1789,11881.8361,11.9828,3
DCOA-TS,Scenario_200,200,1027,24,10,24.1633,3627.7018,7.8771,3
DCOA-TS,Scenario_200,200,1015,24,500,32.9532,4944.8204,13.0214,88
DTSO-TS,Scenario_200,200,1019,50,100,47.1556,7075.3576,13.1162,18
PSO-SA,Scenario_200,200,1021,10,100,110.3486,16557.2777,14.5972,2
DTSO-TS,Scenario_200,200,1015,50,50,31.9647,4797.1188,9.7631,9
DCOA-TS,Scenario_200,200,1027,100,10,26.3356,3954.3948,8.0030,13
PSO-SA,Scenario_200,200,1001,10,500,124.5171,18683.0419,12.1877,12
PSO-SA,Scenario_200,200,1022,24,500,115.1229,17274.3394,12.4157,58
DCOA-TS,Scenario_200,200,1013,24,10,25.4979,3828.6533,7.9402,3
PSO-SA,Scenario_200,200,1010,100,100,94.6029,14196.0686,11.4687,26
DCOA-TS,Scenario_200,200,1000,50,20,27.6494,4150.8857,8.4293,10
DCOA-TS,Scenario_200,200,1017,50,10,28.4441,4269.2169,8.8113,7
DTSO-TS,Scenario_200,200,1017,50,500,66.6205,10049.7619,31.3310,113
DCOA-TS,Scenario_200,200,1027,10,50,27.0312,4057.9683,8.1540,6
DTSO-TS,Scenario_200,200,1023,50,100,54.6791,8203.9005,17.2650,18
PSO-SA,Scenario_200,200,1017,10,500,90.1886,13533.5134,13.4876,13
DTSO-TS,Scenario_200,200,1016,50,50,30.6422,4599.7610,8.9051,10
DTSO-TS,Scenario_200,200,1027,100,100,65.5418,9833.1944,22.8678,36
DTSO-TS,Scenario_200,200,1027,100,20,37.0350,5558.4066,8.5105,15
DTSO-TS,Scenario_200,200,1008,50,500,66.3033,9991.6540,31.2469,104
DCOA-TS,Scenario_200,200,1012,100,20,24.4343,3670.0483,7.6723,22
PSO-SA,Scenario_200,200,1022,10,100,177.4736,26627.8539,17.9250,3
DCOA-TS,Scenario_200,200,1028,24,10,25.4529,3821.1231,7.9453,4
DCOA-TS,Scenario_200,200,1004,24,100,31.3379,4703.4209,9.6644,20
DCOA-TS,Scenario_200,200,1003,100,100,29.7915,4471.3408,9.0986,79
DCOA-TS,Scenario_200,200,1019,100,50,31.6453,4749.7206,9.1026,51
DTSO-TS,Scenario_200,200,1024,50,100,29.5644,4437.0293,9.7106,17
DTSO-TS,Scenario_200,200,1028,100,20,37.6375,5649.6800,8.7569,7
PSO-SA,Scenario_200,200,1011,100,100,66.9652,10049.1641,11.5733,25
DCOA-TS,Scenario_200,200,1028,100,10,29.2630,4392.4714,8.0446,20
PSO-SA,Scenario_200,200,1000,500,20,98.9100,14841.9251,12.2597,31
PSO-SA,Scenario_200,200,1023,24,500,100.0982,15020.2365,12.2156,30
DCOA-TS,Scenario_200,200,1012,100,500,32.4364,4867.2800,12.3244,446
DCOA-TS,Scenario_200,200,1025,500,10,27.4357,4119.4822,8.2327,86
DCOA-TS,Scenario_200,200,1018,50,10,27.9019,4189.0817,7.9315,8
PSO-SA,Scenario_200,200,1018,10,500,120.9429,18147.2333,13.5476,12
DTSO-TS,Scenario_200,200,1017,50,50,37.0192,5555.7852,9.0573,15
DCOA-TS,Scenario_200,200,1028,10,50,26.0694,3913.2282,8.4555,5
DCOA-TS,Scenario_200,200,1001,50,20,25.6410,3849.4275,8.1911,18
PSO-SA,Scenario_200,200,1009,500,100,95.1243,14273.5897,11.4735,130
DCOA-TS,Scenario_200,200,1003,500,20,28.7157,4310.3912,8.2597,110
DCOA-TS,Scenario_200,200,1014,500,20,28.6078,4294.7038,8.4942,106
DCOA-TS,Scenario_200,200,1029,24,10,24.9920,3752.3665,7.9495,5
PSO-SA,Scenario_200,200,1017,100,10,97.1057,14572.1346,11.2045,7
DCOA-TS,Scenario_200,200,1024,10,500,32.2374,4837.6925,11.7214,52
DCOA-TS,Scenario_200,200,1011,100,100,33.4358,5018.3993,9.7239,79
DCOA-TS,Scenario_200,200,1014,24,10,25.0257,3756.6533,8.1397,4
DTSO-TS,Scenario_200,200,1029,100,20,32.0250,4808.3369,8.3368,7
DCOA-TS,Scenario_200,200,1009,500,10,27.8753,4184.0923,8.4781,159
DTSO-TS,Scenario_200,200,1018,50,50,29.6650,4452.5637,9.3310,10
DCOA-TS,Scenario_200,200,1016,24,500,30.0777,4513.5355,11.0927,88
DCOA-TS,Scenario_200,200,1013,100,20,26.0788,3914.7101,8.4982,28
DTSO-TS,Scenario_200,200,1028,100,100,62.1382,9322.5960,18.8678,41
PSO-SA,Scenario_200,200,1019,10,500,131.3243,19704.7080,14.3281,13
DCOA-TS,Scenario_200,200,1005,24,100,26.8454,4029.3034,8.4044,23
DCOA-TS,Scenario_200,200,1019,50,10,27.8900,4186.9231,8.1292,8
PSO-SA,Scenario_200,200,1012,100,100,82.1929,12333.6394,11.8155,25
DTSO-TS,Scenario_200,200,1000,100,50,34.7988,5222.7518,9.8124,17
PSO-SA,Scenario_200,200,1024,24,500,85.0674,12765.0614,11.1022,30
DTSO-TS,Scenario_200,200,1019,50,50,32.0938,4816.3541,10.1977,9
DCOA-TS,Scenario_200,200,1017,10,100,28.2293,4237.5400,9.2698,7
DCOA-TS,Scenario_200,200,1028,10,10,26.0750,3914.7323,8.1596,1
DCOA-TS,Scenario_200,200,1002,50,20,27.0403,4059.7177,7.7578,22
DCOA-TS,Scenario_200,200,1029,100,10,28.3045,4249.0130,8.1946,14
DTSO-TS,Scenario_200,200,1025,50,100,57.1744,8577.8374,21.6616,36
DCOA-TS,Scenario_200,200,1000,24,20,26.5941,3992.2212,8.1163,5
DCOA-TS,Scenario_200,200,1010,500,20,25.4082,3814.9577,8.1029,156
DCOA-TS,Scenario_200,200,1020,100,50,26.1946,3932.7029,8.5045,56
DCOA-TS,Scenario_200,200,1029,10,10,24.6260,3698.0811,7.7213,1
DCOA-TS,Scenario_200,200,1004,100,100,32.2570,4841.1492,10.2389,79
DTSO-TS,Scenario_200,200,1020,50,50,35.9058,5388.4882,10.3838,9
DTSO-TS,Scenario_200,200,1001,100,50,40.8883,6135.8073,10.5476,17
DTSO-TS,Scenario_200,200,1004,500,50,46.3761,6958.5780,12.6402,94
DTSO-TS,Scenario_200,200,1029,100,100,45.8018,6872.0203,15.5133,35
DCOA-TS,Scenario_200,200,1000,10,20,23.6383,3548.8180,7.7283,2
PSO-SA,Scenario_200,200,1013,100,100,58.2650,8743.9654,13.2328,26
PSO-SA,Scenario_200,200,1001,500,20,60.2546,9043.0424,10.6900,56
DCOA-TS,Scenario_200,200,1024,50,100,29.6763,4454.4448,8.8597,53
DTSO-TS,Scenario_200,200,1009,50,500,66.7247,10055.1532,31.3044,116
DCOA-TS,Scenario_200,200,1020,50,10,25.3630,3807.6149,8.0812,7
DCOA-TS,Scenario_200,200,1012,100,100,29.1608,4376.7188,8.9436,79
PSO-SA,Scenario_200,200,1025,24,500,97.3243,14603.8026,11.2408,30
DTSO-TS,Scenario_200,200,1015,100,500,66.1846,10029.0455,31.3444,176
DTSO-TS,Scenario_200,200,1021,50,50,49.9194,7490.8847,11.7458,9
DCOA-TS,Scenario_200,200,1001,10,20,27.0966,4068.5816,7.7507,1
DCOA-TS,Scenario_200,200,1003,50,20,26.8541,4031.1798,8.3924,18
DCOA-TS,Scenario_200,200,1024,50,500,31.5576,4735.5890,11.4681,242
DCOA-TS,Scenario_200,200,1025,10,500,31.8996,4787.2691,10.8583,45
DCOA-TS,Scenario_200,200,1018,10,100,27.2855,4096.4229,8.1880,8
DTSO-TS,Scenario_200,200,1002,100,50,35.9635,5397.1490,9.5172,17
DCOA-TS,Scenario_200,200,1015,24,10,28.8589,4332.9663,8.6011,7
DCOA-TS,Scenario_200,200,1021,100,50,26.2049,3933.7645,8.2567,42
DCOA-TS,Scenario_200,200,1014,100,20,26.1142,3919.7059,8.6637,24
DCOA-TS,Scenario_200,200,1015,500,20,29.1334,4373.5441,9.3349,106
DCOA-TS,Scenario_200,200,1017,24,500,33.3379,5002.3294,12.6455,83
DTSO-TS,Scenario_200,200,1029,100,500,66.5609,10030.4710,31.2928,216
DCOA-TS,Scenario_200,200,1001,24,20,26.6806,4005.2522,7.8775,6
DCOA-TS,Scenario_200,200,1006,24,100,27.8046,4173.6636,8.9600,21
DCOA-TS,Scenario_200,200,1002,10,20,25.5547,3836.9277,7.8346,2
DTSO-TS,Scenario_200,200,1026,50,100,56.6115,8493.3553,21.5170,34
DCOA-TS,Scenario_200,200,1004,500,20,29.6233,4446.6387,8.4166,110
DTSO-TS,Scenario_200,200,1013,500,50,42.6024,6393.0578,12.1041,179
DTSO-TS,Scenario_200,200,1018,50,500,66.4287,10020.8219,31.3780,156
DCOA-TS,Scenario_200,200,1000,100,20,26.0004,3903.4196,8.0944,27
DTSO-TS,Scenario_200,200,1022,50,50,32.3828,4860.3060,9.0371,10
DTSO-TS,Scenario_200,200,1025,500,20,32.1403,4823.8602,8.5150,140
DCOA-TS,Scenario_200,200,1003,10,20,26.1597,3927.6888,7.6867,2
PSO-SA,Scenario_200,200,1018,100,10,93.2745,13996.7859,12.9934,3
DCOA-TS,Scenario_200,200,1021,50,10,26.4699,3975.0962,7.9645,8
PSO-SA,Scenario_200,200,1014,100,100,137.3686,20610.8090,13.3613,26
DTSO-TS,Scenario_200,200,1003,100,50,33.2948,4996.5797,9.3634,18
PSO-SA,Scenario_200,200,1010,500,100,95.2133,14287.6555,12.9781,128
DTSO-TS,Scenario_200,200,1009,500,100,62.5590,9384.9092,26.1103,327
DCOA-TS,Scenario_200,200,1004,50,20,28.3870,4261.8502,9.0802,17
PSO-SA,Scenario_200,200,1026,24,500,113.5573,17039.1935,13.6281,31
DCOA-TS,Scenario_200,200,1004,10,20,26.6034,3993.9391,7.8972,2
DCOA-TS,Scenario_200,200,1019,10,100,31.7867,4771.3027,8.8069,10
DCOA-TS,Scenario_200,200,1002,24,20,23.7059,3559.5050,7.7114,6
DCOA-TS,Scenario_200,200,1005,100,100,29.6279,4447.0120,9.2560,80
PSO-SA,Scenario_200,200,1014,500,10,67.0969,10069.6733,11.4550,27
DCOA-TS,Scenario_200,200,1015,100,20,26.8277,4026.7058,8.5697,26
DCOA-TS,Scenario_200,200,1022,50,10,23.9091,3589.5226,7.6976,7
DCOA-TS,Scenario_200,200,1005,10,20,25.9944,3902.3637,7.9020,1
DCOA-TS,Scenario_200,200,1025,50,100,31.1937,4681.6551,10.1969,51
DCOA-TS,Scenario_200,200,1022,100,50,30.0407,4508.9835,9.0431,44
DCOA-TS,Scenario_200,200,1007,24,100,29.1808,4379.9743,8.8287,22
DCOA-TS,Scenario_200,200,1026,10,500,28.4454,4270.3464,8.9386,42
DCOA-TS,Scenario_200,200,1001,100,20,25.1760,3779.7248,8.1827,24
DTSO-TS,Scenario_200,200,1024,500,500,66.2288,9990.6652,31.3034,1551
DTSO-TS,Scenario_200,200,1004,100,50,35.8072,5374.4988,10.2630,17
DCOA-TS,Scenario_200,200,1009,100,10,27.5118,4130.5001,7.9750,13
DCOA-TS,Scenario_200,200,1016,24,10,24.6081,3694.5788,7.8048,9
DTSO-TS,Scenario_200,200,1005,500,50,29.2580,4390.8139,9.9154,95
PSO-SA,Scenario_200,200,1015,100,100,71.8495,10781.7595,12.2188,26
DCOA-TS,Scenario_200,200,1006,10,20,27.6583,4151.9205,8.1963,2
DTSO-TS,Scenario_200,200,1000,500,10,44.4010,6665.5406,8.5586,41
DCOA-TS,Scenario_200,200,1003,24,20,24.0458,3611.1365,7.6933,5
DCOA-TS,Scenario_200,200,1013,100,100,30.3499,4555.4495,10.0254,78
DTSO-TS,Scenario_200,200,1027,50,100,45.2615,6791.1415,15.0180,38
DCOA-TS,Scenario_200,200,1020,10,100,26.8472,4030.0770,8.2464,7
DTSO-TS,Scenario_200,200,1008,100,20,36.4714,5473.8000,8.8833,9
PSO-SA,Scenario_200,200,1028,500,500,66.9817,10052.1960,10.4410,639
DCOA-TS,Scenario_200,200,1007,10,20,29.8314,4478.2181,8.3389,1
PSO-SA,Scenario_200,200,1027,24,500,97.4671,14625.0159,11.2612,30
DCOA-TS,Scenario_200,200,1000,50,10,28.4994,4279.0343,8.3870,7
DCOA-TS,Scenario_200,200,1018,24,500,33.0057,4953.0852,11.7370,79
DCOA-TS,Scenario_200,200,1023,50,10,25.6770,3854.3537,8.7099,7
DCOA-TS,Scenario_200,200,1010,100,10,24.6388,3699.7432,7.6274,13
DTSO-TS,Scenario_200,200,1010,50,500,52.7449,7913.3008,19.6179,112
DTSO-TS,Scenario_200,200,1008,500,20,28.0343,4208.6623,8.0530,68
DCOA-TS,Scenario_200,200,1011,500,20,29.0221,4357.7067,8.0546,151
DCOA-TS,Scenario_200,200,1008,10,20,23.8457,3579.5951,7.5898,1
DCOA-TS,Scenario_200,200,1004,24,20,26.5939,3992.7511,8.0531,6
DCOA-TS,Scenario_200,200,1023,100,50,30.2630,4542.5797,9.0414,45
DCOA-TS,Scenario_200,200,1002,100,20,26.8873,4036.3660,8.0908,30
DCOA-TS,Scenario_200,200,1016,100,20,26.5578,3986.7775,7.9641,29
DCOA-TS,Scenario_200,200,1016,500,20,24.3091,3649.3923,7.9370,108
DTSO-TS,Scenario_200,200,1022,500,50,40.0132,6004.1858,13.0995,99
DCOA-TS,Scenario_200,200,1010,500,100,31.3630,4707.2314,9.8516,473
DCOA-TS,Scenario_200,200,1021,10,100,25.9596,3897.7210,7.9969,8
DCOA-TS,Scenario_200,200,1009,10,20,26.0550,3913.3860,7.8804,1
DTSO-TS,Scenario_200,200,1009,100,20,38.7719,5820.3866,8.0656,9
DCOA-TS,Scenario_200,200,1011,100,10,25.4700,3824.6219,7.9175,13
PSO-SA,Scenario_200,200,1016,100,100,123.0129,18457.6013,13.2627,26
DCOA-TS,Scenario_200,200,1017,24,10,25.9262,3893.0504,8.1813,8
DTSO-TS,Scenario_200,200,1001,500,10,32.6569,4902.1982,8.2455,42
PSO-SA,Scenario_200,200,1019,100,10,80.1457,12026.5274,12.5893,7
DCOA-TS,Scenario_200,200,1010,10,20,23.1445,3476.0103,7.4512,2
DTSO-TS,Scenario_200,200,1000,100,20,44.5192,6682.3960,9.1290,16
DCOA-TS,Scenario_200,200,1027,10,500,31.8524,4780.3788,10.0483,47
DCOA-TS,Scenario_200,200,1010,500,10,24.5389,3684.7481,7.8524,202
DCOA-TS,Scenario_200,200,1026,50,100,28.6797,4306.4334,8.8044,51
DTSO-TS,Scenario_200,200,1000,100,500,66.3253,9994.9634,31.2284,293
DCOA-TS,Scenario_200,200,1005,24,20,23.6595,3551.4092,8.0194,7
PSO-SA,Scenario_200,200,1015,500,10,98.9689,14851.5464,12.0482,32
DCOA-TS,Scenario_200,200,1022,10,100,27.3284,4101.9255,9.0694,6
PSO-SA,Scenario_200,200,1011,24,500,104.4414,15671.1986,13.0434,31
DTSO-TS,Scenario_200,200,1010,100,20,57.2775,8596.6386,9.3215,7
DCOA-TS,Scenario_200,200,1012,100,10,24.4983,3680.2362,7.6726,13
DCOA-TS,Scenario_200,200,1001,50,10,25.7334,3863.0896,8.0718,7
DCOA-TS,Scenario_200,200,1011,10,20,28.3376,4253.1888,8.5767,2
DCOA-TS,Scenario_200,200,1024,50,10,25.9531,3897.6714,7.8360,7
DTSO-TS,Scenario_200,200,1016,100,500,66.4227,10019.9211,31.3136,293
DCOA-TS,Scenario_200,200,1000,100,10,27.1742,4079.4090,7.9827,13
DCOA-TS,Scenario_200,200,1018,24,10,27.4688,4123.7936,7.7525,7
DCOA-TS,Scenario_200,200,1006,24,20,26.9037,4039.2039,8.1678,5
DCOA-TS,Scenario_200,200,1012,10,20,24.1451,3624.8662,7.9691,2
DTSO-TS,Scenario_200,200,1011,100,20,39.9631,5998.8162,8.6520,7
DCOA-TS,Scenario_200,200,1013,100,10,25.9165,3890.3568,8.2480,13
PSO-SA,Scenario_200,200,1017,100,100,83.5386,12536.6737,11.4317,26
DCOA-TS,Scenario_200,200,1003,100,20,26.2483,3941.5011,7.7845,155
DTSO-TS,Scenario_200,200,1001,100,20,32.6247,4897.4614,8.6792,16
PSO-SA,Scenario_200,200,1011,500,100,85.0543,12763.1829,11.6122,262
DCOA-TS,Scenario_200,200,1001,100,10,26.4037,3963.5563,8.2399,13
DCOA-TS,Scenario_200,200,1019,24,500,36.4244,5465.7539,12.7484,197
DCOA-TS,Scenario_200,200,1013,10,20,24.7660,3717.7792,7.9188,1
DTSO-TS,Scenario_200,200,1019,50,500,66.4462,10006.0640,31.3618,264
DCOA-TS,Scenario_200,200,1023,10,100,29.5208,4430.8883,8.6506,6
DTSO-TS,Scenario_200,200,1006,500,50,40.7900,6120.7896,12.1748,230
DCOA-TS,Scenario_200,200,1001,100,500,34.6148,5193.9182,12.1247,599
DTSO-TS,Scenario_200,200,1012,100,20,32.3019,4849.0590,8.9507,8
PSO-SA,Scenario_200,200,1012,24,500,81.0308,12159.3797,10.9991,30
DCOA-TS,Scenario_200,200,1014,100,10,25.5261,3831.6190,8.5061,12
DCOA-TS,Scenario_200,200,1017,100,20,27.3970,4112.6139,8.8775,165
DCOA-TS,Scenario_200,200,1001,24,10,25.5154,3830.7087,7.8132,3
DCOA-TS,Scenario_200,200,1022,100,500,33.8171,5074.6368,12.5043,623
DCOA-TS,Scenario_200,200,1004,10,500,32.5748,4888.2249,11.1693,29
DTSO-TS,Scenario_200,200,1009,500,20,32.1710,4829.1733,8.5501,197
DCOA-TS,Scenario_200,200,1027,50,100,26.5954,3992.1676,8.6271,54
DCOA-TS,Scenario_200,200,1028,10,500,30.5412,4583.8094,10.3337,52
DCOA-TS,Scenario_200,200,1014,10,20,27.0891,4066.1352,8.1799,2
DCOA-TS,Scenario_200,200,1024,10,100,27.9379,4193.5466,8.6734,9
DTSO-TS,Scenario_200,200,1002,100,20,33.3400,5003.9940,8.0886,7
DCOA-TS,Scenario_200,200,1014,100,100,33.2926,4996.4945,9.7805,244
DTSO-TS,Scenario_200,200,1014,500,50,36.2364,5437.6764,11.1334,310
DCOA-TS,Scenario_200,200,1025,50,500,31.0351,4656.7738,11.9518,346
DCOA-TS,Scenario_200,200,1002,100,10,26.1636,3928.0028,7.9912,12
DTSO-TS,Scenario_200,200,1013,100,20,28.7995,4323.1435,7.7047,10
DCOA-TS,Scenario_200,200,1015,100,10,26.0682,3912.7704,8.4465,13
DCOA-TS,Scenario_200,200,1015,10,20,24.5592,3687.5047,7.9869,2
PSO-SA,Scenario_200,200,1018,100,100,114.8829,17238.2937,12.1410,25
DCOA-TS,Scenario_200,200,1004,100,20,24.8992,3737.6855,8.0692,22
DCOA-TS,Scenario_200,200,1002,50,10,25.5685,3838.6015,7.6249,21
DCOA-TS,Scenario_200,200,1024,100,50,28.9482,4346.3837,8.6445,217
DTSO-TS,Scenario_200,200,1003,100,20,33.9781,5101.0301,8.5485,7
DCOA-TS,Scenario_200,200,1002,24,10,24.3115,3650.0684,7.6342,3
DCOA-TS,Scenario_200,200,1025,50,10,27.5344,4132.8960,8.3621,24
DCOA-TS,Scenario_200,200,1010,500,50,27.7286,4163.0945,8.5088,351
DTSO-TS,Scenario_200,200,1011,50,500,66.5929,10035.2968,31.3500,243
DCOA-TS,Scenario_200,200,1017,500,20,24.5670,3687.7189,8.2231,231
DCOA-TS,Scenario_200,200,1011,500,10,27.1506,4076.1657,8.2091,84
DTSO-TS,Scenario_200,200,1014,100,20,36.6233,5498.4327,8.4274,8
DCOA-TS,Scenario_200,200,1019,10,10,26.2600,3942.2620,7.9332,2
PSO-SA,Scenario_200,200,1020,100,10,88.1291,13225.1646,11.9586,15
DCOA-TS,Scenario_200,200,1025,10,100,27.6197,4146.2543,8.5457,9
DCOA-TS,Scenario_200,200,1003,100,10,23.7716,3569.1802,7.7065,12
DCOA-TS,Scenario_200,200,1018,100,20,29.9570,4496.9690,8.4427,22
PSO-SA,Scenario_200,200,1013,24,500,109.2043,16385.8468,14.0745,31
DCOA-TS,Scenario_200,200,1005,10,500,30.8344,4627.3479,11.3014,29
DCOA-TS,Scenario_200,200,1016,100,10,25.8680,3883.2978,7.8237,12
DCOA-TS,Scenario_200,200,1003,24,10,23.3720,3510.8226,7.6465,3
DCOA-TS,Scenario_200,200,1025,24,100,31.0298,4657.5089,9.6669,24
DTSO-TS,Scenario_200,200,1004,100,20,39.8378,5979.3684,9.5001,7
DCOA-TS,Scenario_200,200,1020,10,10,24.3376,3654.3564,7.7592,1
DTSO-TS,Scenario_200,200,1015,100,20,31.1507,4675.5791,7.9889,7
PSO-SA,Scenario_200,200,1015,500,50,109.5757,16441.8014,11.8368,66
PSO-SA,Scenario_200,200,1019,100,100,61.8723,9285.6047,10.2853,25
DCOA-TS,Scenario_200,200,1004,100,10,25.0576,3762.1771,7.8321,12
DCOA-TS,Scenario_200,200,1017,100,10,27.7029,4159.6897,8.3718,13
DCOA-TS,Scenario_200,200,1021,10,10,24.4500,3670.9237,7.5129,2
DCOA-TS,Scenario_200,200,1018,100,10,28.9285,4343.4803,8.1008,13
DCOA-TS,Scenario_200,200,1020,24,500,33.0936,4965.8245,11.6194,82
DCOA-TS,Scenario_200,200,1003,100,500,31.8552,4780.4047,12.3424,600
DTSO-TS,Scenario_200,200,1005,100,20,47.4372,7119.1909,8.3540,7
PSO-SA,Scenario_200,200,1016,500,10,78.8729,11835.0962,13.5531,49
DTSO-TS,Scenario_200,200,1016,100,20,33.2570,4992.4878,8.2464,8
DCOA-TS,Scenario_200,200,1022,10,10,25.0661,3763.2333,8.1522,1
DCOA-TS,Scenario_200,200,1012,500,20,28.1654,4229.1515,7.8889,271
DCOA-TS,Scenario_200,200,1006,10,500,29.5858,4440.2841,9.9306,29
DCOA-TS,Scenario_200,200,1005,100,10,24.7847,3721.8509,7.9573,13
DTSO-TS,Scenario_200,200,1007,500,50,38.5647,5786.5231,13.1118,105
PSO-SA,Scenario_200,200,1014,24,500,69.2604,10393.1920,13.5525,30
DCOA-TS,Scenario_200,200,1029,10,500,31.7811,4769.6664,10.9406,43
DTSO-TS,Scenario_200,200,1006,100,20,34.3598,5157.5763,8.4632,8
DCOA-TS,Scenario_200,200,1003,10,50,27.5927,4142.8807,7.8404,4
DCOA-TS,Scenario_200,200,1023,10,10,28.1677,4228.3577,8.0911,1
DTSO-TS,Scenario_200,200,1001,100,500,66.5247,10012.6652,31.3539,179
DCOA-TS,Scenario_200,200,1028,50,100,31.4664,4723.1805,9.3227,45
DCOA-TS,Scenario_200,200,1008,10,100,23.7930,3572.0715,7.6867,7
PSO-SA,Scenario_200,200,1020,100,100,115.8343,17380.9058,12.0607,25
DTSO-TS,Scenario_200,200,1015,500,50,45.7538,6865.1630,14.2629,103
DCOA-TS,Scenario_200,200,1006,100,10,26.5491,3985.9713,8.1110,12
DCOA-TS,Scenario_200,200,1004,24,10,25.9009,3888.9989,7.8657,7
DCOA-TS,Scenario_200,200,1024,10,10,26.2983,3948.4516,7.8855,2
DCOA-TS,Scenario_200,200,1004,10,50,26.5695,3989.3792,8.3708,4
DTSO-TS,Scenario_200,200,1007,100,20,38.3032,5749.7027,8.8166,8
DTSO-TS,Scenario_200,200,1017,100,500,66.6938,10060.8122,31.3557,184
DTSO-TS,Scenario_200,200,1010,500,20,38.5470,5786.0173,8.7082,70
DCOA-TS,Scenario_200,200,1007,10,500,32.2415,4838.1474,11.0899,30
DCOA-TS,Scenario_200,200,1019,100,20,29.7256,4462.0498,8.3771,30
DCOA-TS,Scenario_200,200,1025,100,50,28.4721,4273.3318,9.2541,93
DCOA-TS,Scenario_200,200,1005,10,50,27.9860,4201.2045,8.3572,4
